#{"t_start": 1658422774.1500745, "env_id": "A1GymEnv-v1"}
r,l,t
-1032.0,5,44.203985
-1072.0,10,44.234843
-1040.0,6,44.253632
-1056.0,8,44.27925
-1102.0,15,44.324872
-1016.0,3,44.334933
-1040.0,6,44.354427
-1032.0,5,44.370357
-1092.0,15,44.416164
-1024.0,4,44.429275
-1234.0,34,44.533928
-1040.0,6,44.555618
-1102.0,15,44.609446
-1048.0,7,44.632035
-1030.0,6,44.651209
-1038.0,7,44.675065
-1008.0,2,44.68221
-1040.0,6,44.701934
-1068.0,12,44.738586
-1072.0,10,44.76978
-1032.0,5,44.786561
-1102.0,15,44.833727
-1072.0,10,44.865175
-1032.0,5,44.881772
-1062.0,10,44.913871
-1104.0,14,44.95653
-1038.0,7,44.978045
-1052.0,10,45.009619
-1056.0,8,45.033895
-1072.0,10,45.10564
-1040.0,6,45.22833
-1056.0,8,45.361274
-1056.0,8,45.49165
-1062.0,10,45.603702
-1184.0,24,45.719433
-1120.0,16,45.770093
-1124.0,19,45.830166
-1126.0,18,45.890936
-1092.0,20,45.953227
-1046.0,8,45.978417
-1086.0,18,46.042342
-1056.0,8,46.06753
-1072.0,10,46.098221
-1048.0,7,46.124537
-1040.0,6,46.154715
-1166.0,23,46.488938
-1040.0,6,46.585426
-1088.0,12,46.692147
-1048.0,7,46.762537
-1048.0,7,46.789616
-1142.0,25,46.868537
-1064.0,9,46.897225
-1112.0,15,46.943469
-1016.0,3,46.95365
-1104.0,14,46.996112
-1054.0,9,47.023949
-1056.0,8,47.049016
-1104.0,14,47.091336
-1024.0,4,47.104019
-1040.0,6,47.122866
-1080.0,11,47.167283
-1124.0,19,47.224823
-1118.0,17,47.344093
-1072.0,10,47.512206
-1024.0,4,47.576557
-1144.0,19,47.828688
-1118.0,17,48.825727
-1054.0,9,48.855903
-1064.0,9,48.886142
-1046.0,8,48.91296
-1048.0,7,48.935797
-1088.0,12,48.972816
-1064.0,9,49.000874
-1080.0,11,49.035582
-1024.0,4,49.048343
-1104.0,14,49.091544
-1056.0,8,49.119351
-1096.0,13,49.163031
-1080.0,11,49.19714
-1064.0,9,49.225528
-1064.0,9,49.253084
-1200.0,26,49.330635
-1212.0,30,49.426396
-1054.0,9,49.453724
-1040.0,6,49.472421
-1080.0,11,49.505241
-1208.0,27,49.58626
-1032.0,5,49.602613
-1016.0,3,49.61296
-1056.0,8,49.638831
-1040.0,6,49.659396
-1096.0,13,49.710925
-1048.0,7,49.734995
-1072.0,10,49.766601
-1072.0,10,49.800553
-1062.0,10,49.831829
-1080.0,11,49.865449
-1040.0,6,49.885041
-1048.0,7,49.90817
-1080.0,11,49.941783
-1064.0,9,49.968413
-1064.0,9,49.995588
-1024.0,4,50.008065
-1048.0,7,50.030287
-1070.0,11,50.063655
-1048.0,7,50.086087
-1040.0,6,50.10437
-1064.0,9,50.132324
-1150.0,21,50.197877
-1316.0,43,50.324789
-1048.0,7,50.346867
-1176.0,23,50.415531
-1070.0,11,50.449001
-1120.0,16,50.497248
-1044.0,9,50.525205
-1152.0,20,50.585857
-1096.0,13,50.624659
-1048.0,7,50.647165
-1048.0,7,50.670052
-1038.0,7,50.694447
-1072.0,10,50.734557
-1044.0,9,50.763007
-1094.0,14,50.805683
-1434.0,59,50.984239
-1080.0,11,51.018517
-1046.0,8,51.057427
-1086.0,13,51.113875
-1064.0,9,51.143757
-1040.0,6,51.162783
-1024.0,4,51.175373
-1176.0,23,51.243824
-1016.0,3,51.253423
-1072.0,10,51.284314
-1008.0,2,51.291696
-1032.0,5,51.307604
-1202.0,30,51.399085
-1102.0,15,51.455053
-1080.0,11,51.490788
-1088.0,12,51.529316
-1048.0,7,51.551711
-1048.0,7,51.573588
-1008.0,2,51.580722
-1104.0,14,51.623722
-1162.0,25,51.703795
-1032.0,5,51.721515
-1064.0,9,51.756668
-1024.0,4,51.769904
-1342.0,45,51.911161
-1030.0,6,51.930163
-1080.0,11,51.963749
-1200.0,26,52.040481
-1080.0,11,52.074086
-1062.0,10,52.105513
-1070.0,11,52.144504
-1104.0,14,52.187406
-1080.0,11,52.220333
-1072.0,10,52.250549
-1080.0,11,52.283746
-1032.0,5,52.298964
-1080.0,11,52.331554
-1044.0,9,52.358848
-1080.0,11,52.39233
-1064.0,9,52.419626
-1024.0,4,52.432517
-1056.0,8,52.457091
-1088.0,12,52.493962
-1048.0,7,52.516236
-1062.0,10,52.54687
-1064.0,9,52.574508
-1056.0,8,52.599663
-1070.0,11,52.63345
-1054.0,9,52.662412
-1272.0,35,52.782935
-1216.0,28,52.872837
-1160.0,21,52.939642
-1112.0,15,52.985502
-1136.0,18,53.042946
-1064.0,9,53.071008
-1152.0,20,53.134584
-1040.0,6,53.155479
-1192.0,25,53.229668
-1056.0,8,53.255061
-1008.0,2,53.263118
-1056.0,8,53.287936
-1040.0,6,53.306485
-1104.0,14,53.348784
-1064.0,9,53.377851
-1048.0,7,53.399707
-1064.0,9,53.42739
-1088.0,12,53.464723
-1088.0,12,53.501477
-1044.0,9,53.528843
-1062.0,10,53.559489
-1112.0,15,53.606149
-1080.0,11,53.641482
-1076.0,13,53.682191
-1032.0,5,53.699846
-1032.0,5,53.715122
-1030.0,6,53.73436
-1040.0,6,53.753114
-1104.0,14,53.805561
-1064.0,9,53.834226
-1032.0,5,53.850778
-1112.0,15,53.896394
-1032.0,5,53.913179
-1152.0,20,53.972743
-1064.0,9,54.001102
-1062.0,10,54.031128
-1136.0,18,54.084682
-1080.0,11,54.118141
-1072.0,10,54.15036
-1072.0,10,54.180403
-1144.0,19,54.247616
-1130.0,21,54.309872
-1040.0,6,54.328774
-1184.0,24,54.40084
-1064.0,9,54.428099
-1096.0,13,54.467314
-1112.0,15,54.512255
-1044.0,9,54.540248
-1064.0,9,54.567837
-1072.0,10,54.598428
-1040.0,6,54.617059
-1038.0,7,54.63864
-1088.0,12,54.675823
-1088.0,12,54.71237
-1110.0,16,54.76142
-1082.0,15,54.816834
-1096.0,13,54.856568
-1032.0,5,54.87234
-1038.0,7,54.8959
-1070.0,11,54.930892
-1048.0,7,54.955421
-1062.0,10,54.985676
-1054.0,14,55.027972
-1024.0,4,55.041375
-1064.0,9,55.068342
-1072.0,10,55.105108
-1056.0,8,55.131945
-1016.0,3,55.14422
-1040.0,6,55.163431
-1190.0,26,55.23964
-1040.0,6,55.259117
-1066.0,13,56.243996
-1060.0,11,56.27844
-1046.0,8,56.303204
-1096.0,13,56.342104
-1120.0,16,56.390148
-1050.0,11,56.424423
-1008.0,2,56.431955
-1054.0,9,56.459244
-1092.0,15,56.505747
-1072.0,10,56.537328
-1040.0,6,56.557474
-1184.0,24,56.634377
-1072.0,10,56.667078
-1068.0,12,56.706353
-1072.0,10,56.737146
-1048.0,7,56.760031
-1022.0,5,56.776366
-1046.0,8,56.801666
-1162.0,25,56.893129
-1048.0,7,56.919934
-1032.0,5,56.936857
-1024.0,4,56.951673
-1056.0,8,56.978696
-1364.0,49,57.129835
-1102.0,15,57.19136
-1064.0,9,57.220628
-1032.0,5,57.237177
-1038.0,7,57.259602
-1076.0,13,57.30088
-1214.0,34,57.404205
-1064.0,9,57.431579
-1048.0,7,57.453625
-1048.0,7,57.475429
-1142.0,20,57.536728
-1110.0,16,57.585056
-1144.0,24,57.658303
-1040.0,6,57.677743
-1072.0,10,57.709237
-1032.0,5,57.725389
-1242.0,40,57.846168
-1054.0,9,57.883965
-1086.0,13,57.927785
-1038.0,7,57.949683
-1088.0,12,57.988319
-1048.0,7,58.010409
-1136.0,18,58.064171
-1056.0,8,58.089278
-1032.0,5,58.10523
-1062.0,10,58.137473
-1062.0,10,58.170658
-1072.0,10,58.201771
-1382.0,55,58.377898
-1056.0,8,58.402259
-1094.0,14,58.444824
-1072.0,10,58.47601
-1016.0,3,58.486366
-1056.0,8,58.511045
-1040.0,6,58.529746
-1076.0,13,58.570593
-1110.0,16,58.622549
-1038.0,7,58.646345
-1044.0,9,58.674809
-1072.0,10,58.705626
-1048.0,7,58.727405
-1086.0,13,58.769877
-1186.0,28,58.860474
-1318.0,42,59.000467
-1052.0,10,59.033926
-1112.0,15,59.079297
-1054.0,9,59.107603
-1040.0,6,59.126027
-1046.0,8,59.152716
-1024.0,4,59.165602
-1086.0,13,59.205352
-1068.0,12,59.242797
-1160.0,26,59.32136
-1126.0,18,59.37707
-1088.0,12,59.413373
-1128.0,17,59.466546
-1104.0,14,59.510786
-1048.0,7,59.533664
-1054.0,9,59.56207
-1046.0,8,59.588665
-1062.0,10,59.620888
-1102.0,20,59.6828
-1072.0,10,59.716325
-1096.0,13,59.758281
-1040.0,6,59.778571
-1136.0,18,59.836105
-1040.0,6,59.855617
-1156.0,23,59.936582
-1080.0,11,59.970244
-1214.0,29,60.057879
-1082.0,15,60.10357
-1062.0,10,60.134608
-1088.0,12,60.174267
-1072.0,10,60.204228
-1056.0,8,60.228395
-1056.0,8,60.25248
-1080.0,11,60.285767
-1040.0,6,60.304484
-1064.0,9,60.332084
-1056.0,8,60.356672
-1206.0,28,60.439267
-1172.0,30,60.528544
-1056.0,8,60.553835
-1056.0,8,60.579849
-1078.0,12,60.617211
-1064.0,9,60.645608
-1056.0,8,60.670557
-1092.0,20,60.732879
-1096.0,13,60.772739
-1032.0,5,60.788847
-1064.0,9,60.817156
-1064.0,9,60.847757
-1080.0,11,60.883164
-1104.0,14,60.93807
-1032.0,5,60.954343
-1140.0,21,61.019254
-1040.0,6,61.038131
-1192.0,25,61.11323
-1032.0,5,61.129264
-1192.0,25,61.209664
-1080.0,11,61.24333
-1044.0,9,61.271445
-1168.0,22,61.337084
-1052.0,10,61.36776
-1168.0,22,61.456614
-1088.0,12,61.502304
-1040.0,6,61.522879
-1064.0,9,61.56416
-1120.0,16,61.615363
-1054.0,9,61.644327
-1184.0,24,61.725227
-1100.0,16,61.780355
-1342.0,45,61.937445
-1048.0,7,61.967353
-1062.0,10,61.99796
-1108.0,17,62.049248
-1032.0,5,62.064945
-1048.0,7,62.086901
-1048.0,7,62.108326
-1072.0,10,62.145178
-1024.0,4,62.159036
-1024.0,4,62.172476
-1064.0,9,62.199798
-1136.0,18,62.262336
-1094.0,14,62.305267
-1056.0,8,62.331878
-1024.0,4,62.344946
-1078.0,12,62.381363
-1158.0,22,62.446867
-1056.0,8,62.470984
-1064.0,9,62.499218
-1160.0,21,62.560997
-1120.0,16,62.611369
-1064.0,9,62.639666
-1064.0,9,62.668697
-1048.0,7,62.690743
-1064.0,9,62.722297
-1080.0,11,62.757315
-1118.0,17,63.780115
-1096.0,13,63.822989
-1072.0,10,63.856092
-1016.0,3,63.866604
-1104.0,14,63.908832
-1050.0,11,63.946819
-1056.0,8,63.97141
-1064.0,9,64.007589
-1080.0,11,64.041039
-1134.0,19,64.098069
-1132.0,20,64.162366
-1032.0,5,64.178572
-1070.0,11,64.212877
-1054.0,9,64.241328
-1048.0,7,64.263174
-1168.0,22,64.330353
-1084.0,14,64.373543
-1080.0,11,64.408271
-1120.0,16,64.457399
-1056.0,8,64.482241
-1056.0,8,64.507242
-1080.0,11,64.543782
-1032.0,5,64.560131
-1120.0,16,64.610567
-1088.0,12,64.650123
-1184.0,24,64.725884
-1094.0,14,64.769747
-1184.0,29,64.862619
-1080.0,11,64.898942
-1096.0,13,64.940128
-1112.0,15,64.986402
-1064.0,9,65.023866
-1174.0,24,65.099877
-1048.0,7,65.122646
-1058.0,12,65.163639
-1032.0,5,65.180862
-1056.0,8,65.206085
-1106.0,18,65.259696
-1088.0,12,65.296211
-1168.0,22,65.364883
-1054.0,9,65.394197
-1056.0,8,65.421592
-1056.0,8,65.447908
-1080.0,11,65.48224
-1110.0,16,65.532269
-1080.0,11,65.56818
-1040.0,6,65.588926
-1040.0,6,65.608998
-1088.0,12,65.64834
-1078.0,12,65.687404
-1056.0,8,65.713286
-1048.0,7,65.749288
-1032.0,5,65.76573
-1064.0,9,65.794383
-1156.0,23,65.86717
-1040.0,6,65.887937
-1104.0,14,65.933343
-1032.0,5,65.950166
-1064.0,9,65.979232
-1088.0,12,66.018728
-1064.0,9,66.057306
-1064.0,9,66.087289
-1144.0,19,66.151342
-1112.0,15,66.199361
-1048.0,7,66.222819
-1056.0,8,66.248488
-1102.0,15,66.294647
-1182.0,25,66.370841
-1016.0,3,66.380844
-1084.0,14,66.423492
-1124.0,19,66.481393
-1048.0,7,66.504048
-1046.0,8,66.528858
-1046.0,8,66.554228
-1084.0,14,66.599777
-1160.0,21,66.66906
-1032.0,5,66.685629
-1040.0,6,66.704855
-1048.0,7,66.726347
-1052.0,10,66.757239
-1110.0,16,66.806887
-1292.0,40,66.934919
-1054.0,9,66.964161
-1142.0,20,67.026337
-1054.0,9,67.063039
-1052.0,10,67.094306
-1104.0,14,67.139357
-1060.0,11,67.182705
-1032.0,5,67.198895
-1064.0,9,67.227338
-1086.0,13,67.270194
-1102.0,15,67.317915
-1064.0,9,67.346537
-1166.0,23,67.418002
-1112.0,15,67.464247
-1080.0,11,67.498576
-1160.0,21,67.564209
-1078.0,12,67.609489
-1064.0,9,67.647273
-1120.0,21,67.72282
-1034.0,9,67.751913
-1040.0,6,67.7711
-1190.0,26,67.852685
-1046.0,8,67.87949
-1138.0,27,67.962886
-1126.0,18,68.019436
-1078.0,12,68.056565
-1064.0,9,68.094213
-1032.0,5,68.111018
-1024.0,4,68.124736
-1086.0,13,68.166544
-1198.0,32,68.265397
-1098.0,17,68.319469
-1024.0,4,68.333159
-1040.0,6,68.353271
-1040.0,6,68.373169
-1128.0,17,68.428114
-1104.0,14,68.473094
-1076.0,13,68.512711
-1040.0,6,68.531548
-1040.0,6,68.55037
-1056.0,8,68.575127
-1064.0,9,68.60407
-1168.0,22,68.672957
-1086.0,13,68.71379
-1048.0,7,68.738635
-1088.0,12,68.776933
-1188.0,27,68.85958
-1086.0,13,68.898865
-1032.0,5,68.91474
-1046.0,8,68.940446
-1120.0,21,69.01596
-1072.0,10,69.047649
-1092.0,15,69.104904
-1118.0,17,69.160355
-1168.0,22,69.229192
-1064.0,9,69.257069
-1048.0,7,69.278788
-1142.0,20,69.339578
-1054.0,9,69.36818
-1078.0,12,69.406123
-1048.0,7,69.42826
-1088.0,12,69.465267
-1080.0,11,69.499603
-1086.0,13,69.539367
-1056.0,8,69.564863
-1072.0,10,69.596986
-1084.0,14,69.641141
-1024.0,4,69.654518
-1104.0,14,69.696369
-1016.0,3,69.706387
-1040.0,6,69.725332
-1070.0,11,69.759305
-1064.0,9,69.787134
-1102.0,20,69.848073
-1088.0,12,69.88566
-1080.0,11,69.920685
-1048.0,7,69.946779
-1090.0,16,69.995401
-1100.0,16,70.044755
-1048.0,7,70.066733
-1030.0,6,70.085573
-1068.0,12,70.133296
-1064.0,9,70.165685
-1060.0,11,70.20093
-1048.0,7,70.227372
-1048.0,7,70.250364
-1132.0,20,70.31226
-1126.0,18,70.368487
-1054.0,9,71.37474
-1108.0,17,71.426623
-1088.0,12,71.463538
-1032.0,5,71.48029
-1092.0,15,71.526802
-1048.0,7,71.548647
-1048.0,7,71.571192
-1158.0,22,71.640149
-1046.0,8,71.667693
-1016.0,3,71.67836
-1126.0,18,71.735504
-1046.0,8,71.764722
-1104.0,14,71.811687
-1056.0,8,71.852704
-1072.0,10,71.890535
-1112.0,15,71.940328
-1038.0,12,71.981671
-1056.0,8,72.009147
-1072.0,10,72.042825
-1160.0,21,72.110171
-1136.0,18,72.185762
-1024.0,4,72.199863
-1008.0,2,72.206811
-1144.0,19,72.266421
-1030.0,6,72.286241
-1040.0,6,72.305084
-1088.0,12,72.343638
-1062.0,10,72.375488
-1024.0,4,72.389143
-1166.0,23,72.459121
-1054.0,9,72.487538
-1056.0,8,72.513446
-1110.0,16,72.563345
-1112.0,15,72.610577
-1016.0,3,72.621204
-1038.0,7,72.646523
-1086.0,13,72.688259
-1096.0,13,72.729481
-1062.0,10,72.761089
-1120.0,16,72.810646
-1132.0,20,72.874611
-1102.0,15,72.921056
-1038.0,7,72.946288
-1224.0,29,73.033473
-1080.0,11,73.067684
-1110.0,16,73.118065
-1080.0,11,73.154617
-1048.0,7,73.184057
-1076.0,13,73.238545
-1038.0,7,73.261105
-1112.0,15,73.306855
-1040.0,6,73.326019
-1040.0,6,73.345194
-1126.0,18,73.400115
-1056.0,8,73.42567
-1078.0,12,73.463183
-1062.0,10,73.494162
-1072.0,10,73.525066
-1096.0,13,73.566634
-1080.0,11,73.602035
-1030.0,6,73.623638
-1036.0,8,73.65203
-1152.0,20,73.715095
-1072.0,10,73.746739
-1032.0,5,73.762894
-1038.0,7,73.784193
-1040.0,6,73.803974
-1120.0,16,73.858956
-1064.0,9,73.887302
-1088.0,12,73.923554
-1048.0,7,73.946476
-1054.0,9,73.9744
-1032.0,5,73.990142
-1104.0,14,74.031924
-1094.0,14,74.074182
-1056.0,8,74.099048
-1206.0,28,74.186009
-1032.0,5,74.21064
-1184.0,24,74.281865
-1086.0,13,74.322307
-1040.0,6,74.341367
-1064.0,9,74.369249
-1136.0,18,74.422397
-1064.0,9,74.450526
-1128.0,17,74.501686
-1064.0,9,74.530513
-1048.0,7,74.552415
-1024.0,4,74.565408
-1064.0,9,74.592939
-1056.0,8,74.617537
-1166.0,23,74.686895
-1136.0,18,74.748304
-1084.0,14,74.796196
-1088.0,12,74.834608
-1112.0,15,74.883393
-1190.0,26,74.970776
-1030.0,6,74.992138
-1038.0,7,75.014288
-1040.0,6,75.033423
-1048.0,7,75.056095
-1048.0,7,75.078871
-1064.0,9,75.107746
-1032.0,5,75.124011
-1040.0,6,75.147738
-1056.0,8,75.174004
-1064.0,9,75.202713
-1056.0,8,75.236398
-1062.0,10,75.267605
-1072.0,10,75.298943
-1128.0,17,75.351753
-1120.0,16,75.400898
-1102.0,15,75.449475
-1078.0,12,75.485919
-1040.0,6,75.504876
-1086.0,13,75.544818
-1126.0,18,75.60167
-1100.0,16,75.654547
-1048.0,7,75.676707
-1040.0,6,75.696084
-1080.0,11,75.730695
-1056.0,8,75.756029
-1022.0,5,75.77197
-1086.0,13,75.810444
-1048.0,7,75.831928
-1072.0,10,75.863587
-1294.0,39,75.982206
-1038.0,7,76.004851
-1262.0,40,76.126013
-1046.0,8,76.154003
-1064.0,9,76.182232
-1032.0,5,76.198223
-1118.0,17,76.259063
-1016.0,3,76.269516
-1062.0,10,76.300041
-1128.0,17,76.352305
-1016.0,3,76.362702
-1184.0,24,76.446307
-1166.0,23,76.516841
-1064.0,9,76.548496
-1054.0,9,76.580163
-1096.0,13,76.623996
-1056.0,8,76.652006
-1048.0,7,76.678897
-1038.0,7,76.701674
-1086.0,13,76.741481
-1096.0,18,76.796748
-1064.0,9,76.825504
-1178.0,27,76.910191
-1056.0,8,76.934269
-1024.0,4,76.948356
-1104.0,14,76.990023
-1080.0,11,77.023289
-1112.0,15,77.068401
-1044.0,9,77.095674
-1140.0,21,77.166379
-1072.0,10,77.196188
-1104.0,14,77.237859
-1112.0,15,77.293873
-1072.0,10,77.324163
-1096.0,13,77.363096
-1062.0,10,77.394526
-1064.0,9,77.422541
-1088.0,12,77.460142
-1150.0,21,77.523164
-1078.0,12,77.55934
-1056.0,8,77.584136
-1086.0,13,77.623361
-1040.0,6,77.642435
-1080.0,11,77.676127
-1080.0,11,77.710575
-1182.0,25,77.788841
-1104.0,14,77.833137
-1048.0,7,77.85528
-1350.0,51,78.964628
-1088.0,12,79.000904
-1032.0,5,79.01979
-1048.0,7,79.041313
-1068.0,12,79.077252
-1160.0,21,79.140364
-1072.0,10,79.174136
-1136.0,18,79.228552
-1040.0,6,79.247213
-1088.0,12,79.283557
-1016.0,3,79.294492
-1120.0,16,79.351549
-1064.0,9,79.379498
-1024.0,4,79.392529
-1088.0,12,79.427818
-1054.0,9,79.454533
-1080.0,11,79.48742
-1064.0,9,79.51512
-1062.0,10,79.545481
-1056.0,8,79.570621
-1148.0,22,79.63759
-1224.0,29,79.728371
-1088.0,12,79.764775
-1306.0,43,79.898614
-1070.0,11,79.933679
-1228.0,32,80.041963
-1040.0,6,80.062698
-1048.0,7,80.087956
-1134.0,24,80.173661
-1138.0,22,80.242883
-1134.0,19,80.300346
-1162.0,30,80.401932
-1068.0,12,80.438145
-1064.0,9,80.466323
-1170.0,26,80.554291
-1040.0,6,80.574029
-1064.0,9,80.601936
-1064.0,9,80.629378
-1064.0,9,80.657797
-1108.0,17,80.709763
-1030.0,6,80.728781
-1072.0,10,80.758552
-1032.0,5,80.778007
-1072.0,10,80.808609
-1048.0,7,80.831239
-1134.0,19,80.889691
-1104.0,14,80.934062
-1112.0,15,80.98239
-1048.0,7,81.00502
-1070.0,11,81.039012
-1124.0,19,81.096797
-1086.0,13,81.136847
-1086.0,13,81.179976
-1024.0,4,81.193071
-1070.0,11,81.227028
-1088.0,12,81.264191
-1080.0,11,81.298026
-1064.0,9,81.326487
-1176.0,23,81.409927
-1088.0,12,81.447793
-1048.0,7,81.472146
-1136.0,18,81.540296
-1096.0,13,81.581949
-1104.0,14,81.625443
-1056.0,8,81.651062
-1056.0,8,81.679026
-1040.0,6,81.697547
-1112.0,15,81.742601
-1142.0,20,81.802411
-1032.0,5,81.818516
-1076.0,13,81.858541
-1120.0,16,81.910717
-1088.0,12,81.9478
-1064.0,9,81.977751
-1068.0,12,82.015363
-1088.0,12,82.052444
-1120.0,16,82.102906
-1192.0,25,82.187629
-1032.0,5,82.208299
-1056.0,8,82.246062
-1088.0,12,82.284586
-1040.0,6,82.303493
-1100.0,16,82.353169
-1096.0,13,82.404551
-1112.0,15,82.450357
-1112.0,15,82.496244
-1040.0,6,82.51526
-1056.0,8,82.542184
-1062.0,10,82.572907
-1048.0,7,82.593933
-1126.0,18,82.649785
-1056.0,8,82.675032
-1096.0,13,82.715079
-1094.0,24,82.790903
-1064.0,9,82.818616
-1118.0,17,82.870016
-1078.0,12,82.908909
-1032.0,5,82.926188
-1032.0,5,82.9416
-1064.0,9,82.969768
-1130.0,21,83.032343
-1116.0,23,83.103021
-1268.0,37,83.217312
-1174.0,24,83.289214
-1032.0,5,83.304999
-1040.0,6,83.323839
-1224.0,39,83.451138
-1112.0,15,83.496888
-1056.0,8,83.522081
-1256.0,33,83.621484
-1156.0,23,83.691012
-1064.0,9,83.718528
-1080.0,11,83.763243
-1032.0,5,83.782479
-1056.0,8,83.807219
-1110.0,16,83.859112
-1080.0,11,83.893351
-1088.0,12,83.929642
-1024.0,4,83.942403
-1094.0,14,83.985107
-1048.0,7,84.006193
-1076.0,13,84.044347
-1032.0,5,84.060014
-1088.0,12,84.096049
-1040.0,6,84.114673
-1072.0,10,84.14676
-1200.0,26,84.22325
-1016.0,3,84.232969
-1088.0,12,84.26848
-1120.0,16,84.315833
-1048.0,7,84.337937
-1032.0,5,84.354784
-1070.0,11,84.388544
-1024.0,4,84.40635
-1092.0,15,84.455719
-1032.0,5,84.471508
-1134.0,19,84.528469
-1064.0,9,84.556648
-1106.0,18,84.612469
-1040.0,6,84.632392
-1048.0,7,84.656299
-1186.0,28,84.742988
-1088.0,12,84.779816
-1024.0,4,84.792686
-1096.0,13,84.832091
-1016.0,3,84.841916
-1088.0,12,84.879048
-1056.0,8,84.904793
-1072.0,10,84.936372
-1048.0,7,84.960901
-1156.0,23,85.031149
-1120.0,16,85.080163
-1080.0,11,85.114356
-1048.0,7,85.136337
-1134.0,24,85.210754
-1208.0,27,85.290421
-1032.0,5,85.305841
-1070.0,11,85.338674
-1110.0,16,86.458881
-1096.0,13,86.501027
-1062.0,10,86.532317
-1080.0,11,86.567058
-1110.0,16,86.616484
-1032.0,5,86.632929
-1104.0,14,86.675724
-1096.0,13,86.715023
-1080.0,11,86.74923
-1038.0,7,86.771294
-1078.0,12,86.811826
-1030.0,6,86.831962
-1298.0,47,86.978513
-1088.0,12,87.017063
-1068.0,12,87.056627
-1086.0,13,87.098154
-1062.0,10,87.129242
-1112.0,15,87.181987
-1152.0,20,87.244141
-1236.0,33,87.345619
-1104.0,14,87.390234
-1052.0,10,87.421778
-1040.0,6,87.442348
-1160.0,21,87.518813
-1072.0,10,87.550649
-1024.0,4,87.564261
-1074.0,14,87.608469
-1168.0,22,87.680279
-1062.0,10,87.714634
-1194.0,29,87.808083
-1118.0,17,87.86354
-1104.0,14,87.909441
-1048.0,7,87.932961
-1062.0,10,87.964406
-1100.0,16,88.02821
-1054.0,9,88.056697
-1144.0,19,88.116029
-1032.0,5,88.132399
-1048.0,7,88.158355
-1104.0,14,88.202266
-1032.0,5,88.218265
-1054.0,9,88.246714
-1046.0,8,88.272033
-1104.0,14,88.316016
-1216.0,28,88.404829
-1056.0,8,88.43167
-1072.0,10,88.464691
-1060.0,11,88.50824
-1166.0,23,88.578597
-1016.0,3,88.588621
-1054.0,9,88.617162
-1048.0,7,88.640667
-1168.0,27,88.72659
-1094.0,14,88.771656
-1160.0,21,88.837972
-1072.0,10,88.868289
-1070.0,11,88.904712
-1076.0,13,88.94545
-1096.0,13,88.987105
-1062.0,10,89.018862
-1080.0,11,89.053358
-1056.0,8,89.078149
-1088.0,12,89.114551
-1054.0,9,89.143574
-1186.0,28,89.229155
-1174.0,24,89.300406
-1106.0,18,89.355601
-1084.0,14,89.39891
-1260.0,41,89.531152
-1032.0,5,89.548014
-1120.0,16,89.596071
-1168.0,22,89.664571
-1048.0,7,89.686576
-1090.0,16,89.738526
-1196.0,28,89.829879
-1048.0,7,89.852289
-1024.0,4,89.865584
-1104.0,14,89.908831
-1020.0,6,89.929681
-1040.0,6,89.948983
-1048.0,7,89.970506
-1040.0,6,89.990218
-1166.0,23,90.060365
-1046.0,8,90.084848
-1090.0,16,90.133809
-1048.0,7,90.157446
-1096.0,13,90.197273
-1318.0,42,90.322932
-1088.0,12,90.359024
-1056.0,8,90.384182
-1062.0,10,90.415912
-1032.0,5,90.431878
-1120.0,16,90.480167
-1120.0,16,90.535508
-1072.0,10,90.568317
-1072.0,10,90.598355
-1048.0,7,90.620433
-1040.0,6,90.64009
-1024.0,4,90.654162
-1192.0,25,90.733239
-1112.0,15,90.786266
-1048.0,7,90.812804
-1104.0,14,90.858335
-1214.0,29,90.948995
-1096.0,13,90.990548
-1134.0,19,91.050358
-1032.0,5,91.066865
-1040.0,6,91.086339
-1088.0,12,91.12409
-1048.0,7,91.14853
-1088.0,12,91.198843
-1062.0,10,91.230695
-1094.0,14,91.272968
-1166.0,23,91.342134
-1052.0,10,91.374224
-1048.0,7,91.39648
-1216.0,33,91.498814
-1094.0,14,91.545222
-1052.0,10,91.58789
-1142.0,20,91.658054
-1086.0,13,91.704829
-1064.0,9,91.738034
-1110.0,16,91.793281
-1022.0,5,91.811878
-1064.0,9,91.843333
-1156.0,23,91.915361
-1150.0,21,91.986012
-1044.0,9,92.014891
-1024.0,4,92.028068
-1032.0,5,92.04373
-1080.0,11,92.07657
-1104.0,14,92.120659
-1096.0,13,92.168487
-1070.0,11,92.20267
-1072.0,10,92.234881
-1070.0,11,92.269434
-1048.0,7,92.291315
-1076.0,13,92.331933
-1064.0,9,92.359473
-1070.0,11,92.393946
-1094.0,14,92.436729
-1280.0,36,92.548661
-1040.0,6,92.574382
-1126.0,18,92.635591
-1016.0,3,92.64658
-1092.0,15,92.692907
-1070.0,11,92.726356
-1040.0,6,92.746446
-1058.0,12,92.784723
-1064.0,9,92.814262
-1088.0,12,92.856438
-1172.0,25,92.939664
-1104.0,14,93.003214
-1118.0,17,93.05541
-1120.0,16,94.055918
-1048.0,7,94.077654
-1040.0,6,94.096125
-1062.0,10,94.126182
-1128.0,17,94.180646
-1032.0,5,94.196569
-1284.0,39,94.31231
-1054.0,9,94.340448
-1088.0,17,94.391721
-1144.0,19,94.448314
-1104.0,14,94.490825
-1400.0,51,94.658501
-1160.0,21,94.721918
-1016.0,3,94.731566
-1062.0,10,94.762731
